"Company","Location","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","LaunchAddress","LaunchCitystate","LaunchCountry"
Northrop,"Stargazer, Vandenberg AFB, California, USA","3/9/96","1:53:00",Pegasus XL,REX II,Active,"40.00",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","3/14/96","7:11:00",Ariane 44LP,Intelsat 707,Retired,"",Success, Guiana Space Centre, French Guiana, France
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","3/21/96","4:53:00",PSLV-G,IRS-P3,Retired,"25.00",Success,First Launch Pad, Satish Dhawan Space Centre, India
NASA,"LC-39B, Kennedy Space Center, Florida, USA","3/22/96","8:13:00",Space Shuttle Atlantis,STS-76,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","3/28/96","0:21:00",Delta II 7925,USA-117 (GPS IIA-16),Retired,"",Success, Cape Canaveral AFS, Florida, USA
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","4/3/96","23:01:00",Atlas IIA,Inmarsat 3-F1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","4/20/96","22:36:00",Ariane 42P,M-SAT-1,Retired,"",Success, Guiana Space Centre, French Guiana, France
Boeing,"SLC-2W, Vandenberg AFB, California, USA","4/24/96","12:27:00",Delta II 7920-10,MSX,Retired,"",Success, Vandenberg AFB, California, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","4/24/96","13:00:00",Cosmos-3M (11K65M),Cosmos 2265,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","4/24/96","23:37:00",Titan IV(401)A,Mercury,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","4/30/96","4:31:00",Atlas I,BeppoSAX,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","5/12/96","21:32:00",Titan IV(403)A,"SLDCOM, NOSS 3x, TiPS 2x",Retired,"",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","5/16/96","1:56:00",Ariane 44L,"Palapa C2, AMOS-1",Retired,"",Success, Guiana Space Centre, French Guiana, France
Northrop,"Stargazer, Vandenberg AFB, California, USA","5/17/96","2:44:00",Pegasus,MSTI-3,Retired,"40.00",Success, Vandenberg AFB, California, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","5/19/96","10:30:00",Space Shuttle Endeavour,STS-77,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","5/24/96","1:10:00",Delta II 7925,Galaxy 9,Retired,"",Success, Cape Canaveral AFS, Florida, USA
ESA,"ELA-3, Guiana Space Centre, French Guiana, France","6/4/96","12:34:00",Ariane 5 G,Cluster,Retired,"",Failure, Guiana Space Centre, French Guiana, France
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","6/15/96","6:55:00",Ariane 44P,Intelsat 709,Retired,"",Success, Guiana Space Centre, French Guiana, France
NASA,"LC-39B, Kennedy Space Center, Florida, USA","6/20/96","14:49:00",Space Shuttle Columbia,STS-78,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Northrop,"Stargazer, Vandenberg AFB, California, USA","7/2/96","7:48:00",Pegasus XL,TOMS,Active,"40.00",Success, Vandenberg AFB, California, USA
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","7/3/96","0:31:00",Titan IV(405)A,SDS,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-3, Xichang Satellite Launch Center, China","7/3/96","10:47:00",Long March 3,Apstar 1A,Retired,"",Success,LC-3, Xichang Satellite Launch Center, China
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","7/9/96","22:24:00",Ariane 44L,"Arabsat-2A, T??rksat 1C",Retired,"",Success, Guiana Space Centre, French Guiana, France
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","7/16/96","0:50:00",Delta II 7925,USA-126 (GPS IIA-17),Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","7/25/96","12:42:00",Atlas II,UHF F7,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","8/8/96","22:49:00",Ariane 44L,"Italsat F2, Telecom 2D",Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","8/14/96","22:21:00",Molniya-M /Block ML,Molniya-1T n†­164,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan","8/17/96","1:53:00",H-II (2 SSB),Fuji 2 & Midori,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
CASC,"LC-3, Xichang Satellite Launch Center, China","8/18/96","10:27:00",Long March 3,Chinasat-7,Retired,"",Partial Failure,LC-3, Xichang Satellite Launch Center, China
Northrop,"Stargazer, Vandenberg AFB, California, USA","8/21/96","9:47:00",Pegasus XL,FAST,Active,"40.00",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","8/29/96","5:22:00",Molniya-M /Block SO-L,"Interbol 2, Magion5 & Victor",Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","9/4/96","9:01:00",Zenit-2,Cosmos 2333,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","9/5/96","12:47:00",Cosmos-3M (11K65M),Cosmos 2334 & UNAMSAT-B,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","9/8/96","21:49:00",Atlas IIA,GE-1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","9/11/96","0:00:00",Ariane 42P,Echostar-2,Retired,"",Success, Guiana Space Centre, French Guiana, France
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","9/12/96","8:49:00",Delta II 7925,USA-128 (GPS IIA-18),Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","9/16/96","8:54:00",Space Shuttle Atlantis,STS-79,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","10/20/96","7:20:00",Long March 2D,FSW-2 No.3,Active,"29.75",Success,Site 138 (LA-2B), Jiuquan Satellite Launch Center, China
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","10/24/96","11:37:00",Molniya-M /Block ML,Molniya-3 n†­165,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
Northrop,"Stargazer, Vandenberg AFB, California, USA","11/4/96","17:08:00",Pegasus XL,HETE & SAC-B,Active,"40.00",Failure, Vandenberg AFB, California, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","11/7/96","17:00:00",Delta II 7925,Mars Global Surveyor,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","11/13/96","22:40:00",Ariane 44L,"Arabsat-2B, Measat-2",Retired,"",Success, Guiana Space Centre, French Guiana, France
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","11/21/96","20:47:00",Atlas IIA,Hot Bird 2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","12/4/96","6:58:00",Delta II 7925,Mars Pathfinder,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","12/7/96","11:49:00",Space Shuttle Columbia,STS-80,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","12/11/96","12:00:00",Tsyklon-2,Cosmos 2335,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","12/18/96","1:57:00",Atlas IIA,Inmarsat 3-F3,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","12/20/96","6:43:00",Cosmos-3M (11K65M),Cosmos 2336,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","12/20/96","18:04:00",Titan IV(404)A,NROL-2 (KH-11 Kennen),Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","1/12/97","9:27:00",Space Shuttle Atlantis,STS-81,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","1/17/97","16:28:00",Delta II 7925,GPS IIR-1,Retired,"",Failure, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","1/30/97","22:04:00",Ariane 44L,"GE-2, Nahuel 1A",Retired,"",Success, Guiana Space Centre, French Guiana, France
NASA,"LC-39A, Kennedy Space Center, Florida, USA","2/11/97","8:55:00",Space Shuttle Discovery,STS-82,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
ISAS,"Mu Pad, Uchinoura Space Center, Japan","2/12/97","4:50:00",Mu-V / M-24,Muses B,Retired,"",Success,Mu Pad, Uchinoura Space Center, Japan
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","2/14/97","3:47:00",Tsyklon-3,Cosmos 2337 to 2339 & Gonets 4 to 6,Retired,"",Success,Site 32/2, Plesetsk Cosmodrome, Russia
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","2/17/97","1:42:00",Atlas IIAS,JCSAT-4,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","2/23/97","20:20:00",Titan IV(402)B,DSP,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","3/1/97","1:07:00",Ariane 44P,Intelsat 801,Retired,"",Success, Guiana Space Centre, French Guiana, France
MITT,"Svobodny Cosmodrome, Russia","3/4/97","2:00:00",Start-1,Zeya,Active,"",Success,,Svobodny Cosmodrome, Russia
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","3/8/97","6:01:00",Atlas IIA,Tempo 2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","4/4/97","16:47:00",Titan II(23)G,USA-131,Retired,"35.00",Success, Vandenberg AFB, California, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","4/4/97","19:20:00",Space Shuttle Columbia,STS-83,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","4/16/97","23:08:00",Ariane 44LP,"Thaicom 3, BSAT 1a",Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","4/17/97","13:03:00",Cosmos-3M (11K65M),Cosmos 2341,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria","4/21/97","11:59:00",Pegasus XL,MiniSat & Celestis space burial,Active,"40.00",Success,Stargazer, Base Aerea de Gando, Gran Canaria
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","4/25/97","5:49:00",Atlas I,GOES-K,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-2W, Vandenberg AFB, California, USA","5/5/97","14:55:00",Delta II 7920-10C,MS-1,Retired,"",Success, Vandenberg AFB, California, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","5/11/97","16:17:00",Long March 3A,ChinaSat 6,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","5/14/97","0:33:00",Molniya-M /Block 2BL,Cosmos 2342,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA","5/15/97","8:07:00",Space Shuttle Atlantis,STS-84,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","5/20/97","7:07:00",Zenit-2,Tselina-2 n†­19,Retired,"",Failure,Site 45/1, Baikonur Cosmodrome, Kazakhstan
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","5/20/97","22:39:00",Delta II 7925,Telenor Thor II,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","6/3/97","23:20:00",Ariane 44L,"Inmarsat 3 F4, Insat 2D",Retired,"",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-3, Xichang Satellite Launch Center, China","6/10/97","12:01:00",Long March 3,Fengyun-2A,Retired,"",Success,LC-3, Xichang Satellite Launch Center, China
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","6/25/97","23:44:00",Ariane 44P,Intelsat 802,Retired,"",Success, Guiana Space Centre, French Guiana, France
NASA,"LC-39A, Kennedy Space Center, Florida, USA","7/1/97","18:02:00",Space Shuttle Columbia,STS-94,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-2W, Vandenberg AFB, California, USA","7/9/97","13:04:00",Delta II 7920-10C,MS-2,Retired,"",Success, Vandenberg AFB, California, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","7/23/97","3:43:00",Delta II 7925,USA-132 (GPS IIR-2),Retired,"",Success, Cape Canaveral AFS, Florida, USA
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","7/28/97","1:15:00",Atlas IIAS,Superbird C,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria","8/1/97","20:20:00",Pegasus XL,OrbView-2,Active,"40.00",Success,Stargazer, Base Aerea de Gando, Gran Canaria
NASA,"LC-39A, Kennedy Space Center, Florida, USA","8/7/97","14:41:00",Space Shuttle Discovery,STS-85,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","8/8/97","6:46:00",Ariane 44P,Panamsat-6,Retired,"",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-2, Xichang Satellite Launch Center, China","8/19/97","17:50:00",Long March 3B,Agila-2,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
Boeing,"SLC-2W, Vandenberg AFB, California, USA","8/21/97","0:38:00",Delta II 7920-10C,MS-3,Retired,"",Success, Vandenberg AFB, California, USA
Lockheed,"SLC-6, Vandenberg AFB, California, USA","8/23/97","6:51:00",Athena I,Lewis,Retired,"",Success, Vandenberg AFB, California, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","8/25/97","14:39:00",Delta II 7920-8,Advanced Composition Explorer,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Northrop,"Stargazer, Vandenberg AFB, California, USA","8/29/97","15:02:00",Pegasus XL,FORTE,Active,"40.00",Success, Vandenberg AFB, California, USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China","9/1/97","14:00:00",Long March 2C,Iridium mass simulator A&B,Active,"30.80",Success,LC-7, Taiyuan Satellite Launch Center, China
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","9/2/97","22:21:00",Ariane 44LP,"Hot Bird 3, Meteosat 7",Retired,"",Success, Guiana Space Centre, French Guiana, France
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","9/4/97","12:03:00",Atlas IIAS,GE-3,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","9/23/97","16:44:00",Cosmos-3M (11K65M),Cosmos 2346 & FAISAT-2V,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","9/23/97","23:58:00",Ariane 44LP,Intelsat 803,Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","9/24/97","21:30:00",Molniya-M /Block ML,Molniya-1T n†­166,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA","9/25/97","14:34:00",Space Shuttle Atlantis,STS-86,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-2W, Vandenberg AFB, California, USA","9/27/97","1:23:00",Delta II 7920-10C,MS-4,Retired,"",Success, Vandenberg AFB, California, USA
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","9/29/97","10:20:00",PSLV-G,IRS-1D,Retired,"25.00",Partial Failure,First Launch Pad, Satish Dhawan Space Centre, India
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","10/5/97","21:01:00",Atlas IIAS,Echostar 3,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","10/15/97","8:43:00",Titan IV(401)B,Cassini???Huygens,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","10/16/97","19:13:00",Long March 3B,Apstar 2R,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA","10/22/97","13:13:00",Pegasus XL,STEP-4,Active,"40.00",Success, Wallops Flight Facility, Virginia, USA
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","10/24/97","2:32:00",Titan IV(403)A,NROL-3 (Lacrosse),Retired,"",Success, Vandenberg AFB, California, USA
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","10/25/97","0:46:00",Atlas IIA,DSCS IIIB-13,Retired,"",Success, Cape Canaveral AFS, Florida, USA
ESA,"ELA-3, Guiana Space Centre, French Guiana, France","10/30/97","13:43:00",Ariane 5 G,"MaqSat-H, TEAMSAT, MaqSat-B, YES",Retired,"",Partial Failure, Guiana Space Centre, French Guiana, France
AEB,"VLS Pad, Alc?ntara Launch Center, Maranh?o, Brazil","11/2/97","",VLS-1,SCD-2A,Retired,"",Failure, Alc?ntara Launch Center, Maranh?o, Brazil
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","11/6/97","0:30:00",Delta II 7925,USA-134 (GPS IIA-19),Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","11/8/97","2:05:00",Titan IV(401)A,NROL-4 (Trumpet),Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-2W, Vandenberg AFB, California, USA","11/9/97","1:34:00",Delta II 7920-10C,MS-5,Retired,"",Success, Vandenberg AFB, California, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","11/19/97","19:46:00",Space Shuttle Columbia,STS-87,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","11/27/97","21:27:00",H-II,TRMM & Orihime/Hikoboshi,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","12/2/97","22:52:00",Ariane 44P,"JCSAT-5, Equator S",Retired,"",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-7, Taiyuan Satellite Launch Center, China","12/8/97","7:16:00",Long March 2C,Iridium 42 & 44,Active,"30.80",Success,LC-7, Taiyuan Satellite Launch Center, China
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","12/8/97","23:52:00",Atlas IIAS,Galaxy 8i,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","12/9/97","7:17:00",Tsyklon-2,Cosmos 2347,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","12/12/97","21:48:00",Ariane 44L,"Sirius-2, Cakrawarta-1",Retired,"",Success, Guiana Space Centre, French Guiana, France
Boeing,"SLC-2W, Vandenberg AFB, California, USA","12/20/97","13:16:00",Delta II 7920-10C,MS-6,Retired,"",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","12/22/97","0:16:00",Ariane 42L,Intelsat 804,Retired,"",Success, Guiana Space Centre, French Guiana, France
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA","12/23/97","19:11:00",Pegasus XL/HAPS,Orbcomm A1-A8,Active,"40.00",Success, Wallops Flight Facility, Virginia, USA
MITT,"Svobodny Cosmodrome, Russia","12/24/97","13:32:00",Start-1,Earlybird 1,Active,"",Success,,Svobodny Cosmodrome, Russia
ILS,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","12/24/97","23:19:00",Proton K/Block DM-3,PAS-22,Retired,"",Partial Failure,Site 81/23, Baikonur Cosmodrome, Kazakhstan
Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA","1/7/98","2:28:00",Athena II,Lunar Prospector,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","1/10/98","0:32:00",Delta II 7925,Skynet 4D,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","1/22/98","2:48:00",Space Shuttle Endeavour,STS-89,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
IAI,"Pad 1, Palmachim Airbase, Israel","1/22/98","",Shavit,Ofek-4,Retired,"",Failure,Pad 1, Palmachim Airbase, Israel
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","1/29/98","18:37:00",Atlas IIA,NROL-5/SDS,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","2/4/98","23:29:00",Ariane 44LP,"Brasilsat B3, Inmarsat-3 F5",Retired,"",Success, Guiana Space Centre, French Guiana, France
Northrop,"SLC-576E, Vandenberg AFB, California, USA","2/10/98","13:20:00",Minotaur C (Taurus),GFO & Orbcomm 11 and 12,Active,"45.00",Success, Vandenberg AFB, California, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","2/14/98","14:24:00",Delta II 7420-10C,Globalstar-1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-2W, Vandenberg AFB, California, USA","2/18/98","13:58:00",Delta II 7920-10C,MS-7,Retired,"",Success, Vandenberg AFB, California, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","2/21/98","7:55:00",H-II,Kakehashi,Retired,"",Partial Failure,LA-Y1, Tanegashima Space Center, Japan
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA","2/26/98","7:07:00",Pegasus XL,SNOE & BATSAT,Active,"40.00",Success, Wallops Flight Facility, Virginia, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","2/27/98","22:38:00",Ariane 42P,Hot Bird 4,Retired,"",Success, Guiana Space Centre, French Guiana, France
